forretningsproces,kommunekode,registreringFra,virkningFra,status,byg007Bygningsnummer,byg021BygningensAnvendelse,byg026Opførelsesår,byg032YdervæggensMateriale,byg033Tagdækningsmateriale,byg037KildeTilBygningensMaterialer,byg038SamletBygningsareal,byg039BygningensSamledeBoligAreal,byg040BygningensSamledeErhvervsAreal,byg041BebyggetAreal,byg042ArealIndbyggetGarage,byg043ArealIndbyggetCarport,byg044ArealIndbyggetUdhus,byg045ArealIndbyggetUdestueEllerLign,byg046SamletArealAfLukkedeOverdækningerPåBygningen,byg047ArealAfAffaldsrumITerrænniveau,byg048AndetAreal,byg049ArealAfOverdækketAreal,byg050ArealÅbneOverdækningerPåBygningenSamlet,byg051Adgangsareal,byg053BygningsarealerKilde,byg054AntalEtager,byg056Varmeinstallation,byg057Opvarmningsmiddel,byg058SupplerendeVarme,byg069Sikringsrumpladser,byg133KildeTilKoordinatsæt,byg134KvalitetAfKoordinatsæt,byg135SupplerendeOplysningOmKoordinatsæt,byg136PlaceringPåSøterritorie,byg404Koordinat,byg406Koordinatsystem
8,101,2023-01-05T12:44:34.638827Z,2023-01-05T12:44:34.638827Z,6,1,120,1923,1,5,2,81,133,,81,,,,,,,,,,,2,1,1,,90,,K,1,11,0,POINT Z(728566.7 6172713.51 0),5
8,101,2023-01-05T12:48:25.231185Z,2023-01-05T12:48:25.231185Z,6,1,120,1927,1,5,2,75,132,,75,,,,,,,,25,,,2,1,1,,2,,K,1,11,0,POINT Z(722148.27 6180413.27 0),5
8,101,2023-01-05T12:56:59.912258Z,2023-01-05T12:56:59.912258Z,6,6,120,1940,5,2,1,96,122,,96,,,,,,,,,,,1,1,1,,2,,K,1,11,0,POINT Z(717999.48 6179847.23 0),5
8,101,2023-01-05T12:57:24.45105Z,2023-01-05T12:57:24.45105Z,6,1,120,1923,1,5,2,83,132,,83,,,,,,,,,,,2,1,1,,90,,K,1,11,0,POINT Z(728130.85 6174036.53 0),5
8,101,2023-01-05T13:08:12.230366Z,2023-01-05T13:08:12.230366Z,6,1,120,1936,1,2,2,90,95,,90,,,,,,,,,,,2,1,1,,2,,K,1,11,0,POINT Z(727832.39 6172755.9 0),5
8,173,2022-02-03T08:59:48.065549Z,2022-02-03T08:59:48.065549Z,6,1,120,1959,1,5,5,121,121,,121,,,,,,,,,,,5,1,2,7,,,K,1,31,0,POINT Z(717862.37 6187176.6 0),5
8,101,2023-01-05T13:18:29.40853Z,2023-01-05T13:18:29.40853Z,6,1,120,1929,1,5,1,82,144,,82,,,,,,,,,,,1,1,1,,2,,K,1,11,0,POINT Z(719192.67 6178546.35 0),5
8,101,2023-01-05T13:18:46.836489Z,2023-01-05T13:18:46.836489Z,6,1,120,1935,1,5,1,58,94,,58,,,,,,,,,,,1,1,1,,90,,K,1,11,0,POINT Z(719362.77 6178107.3 0),5
8,101,2023-01-05T13:23:53.07286Z,2023-01-05T13:23:53.07286Z,6,171,120,1972,5,2,2,66,66,,66,,,,,,,,,,,2,1,1,,,,K,1,11,0,POINT Z(726194.3 6172673.83 0),5
8,101,2023-01-05T13:32:44.861749Z,2023-01-05T13:32:44.861749Z,6,1,120,1942,1,5,2,98,182,,98,,,,,,,,,,,2,1,1,,90,,K,1,11,0,POINT Z(722200.98 6181056.14 0),5
8,101,2023-01-05T13:33:04.18549Z,2023-01-05T13:33:04.18549Z,6,1,120,1932,1,5,2,109,170,,109,13,,,,,,,,,,2,1,1,,2,,K,1,11,0,POINT Z(727211.05 6172588.81 0),5
8,101,2023-01-05T14:05:06.505862Z,2023-01-05T14:05:06.505862Z,6,1,120,1927,1,5,1,114,172,,114,,,,,,,,,,,1,1,1,,,,K,1,11,0,POINT Z(718631.11 6176860.73 0),5
4,101,2022-02-04T07:19:01.55009Z,2022-02-04T07:19:01.55009Z,6,1,120,1923,1,5,2,163,240,,163,,,,,,,,6,,,2,1,1,,90,,K,1,11,0,POINT Z(728259.13 6173095.74 0),5
5,173,2022-02-04T07:48:16.209253Z,2022-02-04T07:48:16.209253Z,6,1,120,1955,1,5,5,90,160,,90,,,,,,,,,,,5,1,5,1,,,K,1,31,0,POINT Z(719703.94 6189220.66 0),5
9,173,2022-02-04T07:52:44.447907Z,2022-02-04T07:52:44.447907Z,6,1,120,1909,1,5,5,132,143,33,132,,,,,,,,,,,5,1,2,3,5,,K,1,31,0,POINT Z(718821.68 6185415.03 0),5
8,173,2023-01-05T15:00:40.292745Z,2023-01-05T15:00:40.292745Z,6,1,120,1953,1,2,5,140,125,15,91,,,,,,,,,,,5,2,2,7,,,K,1,31,0,POINT Z(717422.96 6188342.17 0),5
9,173,2022-02-04T07:53:05.988998Z,2022-02-04T07:53:05.988998Z,6,1,120,1957,2,5,5,119,105,,119,,,6,8,,,,,,,5,1,2,7,2,,K,1,31,0,POINT Z(720677.06 6185336.72 0),5
4,101,2022-02-04T08:21:00.385576Z,2022-02-04T08:21:00.385576Z,6,1,120,1938,1,2,1,115,92,,115,,,,28,,,,,,,1,1,1,,90,,K,1,11,0,POINT Z(717791.46 6177977.4 0),5
8,101,2022-02-04T09:28:54.431103Z,2022-02-04T09:28:54.431103Z,6,1,120,1983,1,4,2,126,126,,126,,,,,,,,,,,2,1,7,1,1,,K,1,11,0,POINT Z(719046.81 6178543.86 0),5
8,101,2023-01-06T08:09:34.600942Z,2023-01-06T08:09:34.600942Z,6,1,120,1938,1,10,2,88,123,,88,,,,,,,,,,,2,1,1,,90,,K,1,11,0,POINT Z(728343.54 6172914.81 0),5
25,101,2022-02-07T06:28:36.668669Z,2022-02-07T06:28:36.668669Z,6,3,120,2016,1,4,2,173,173,,173,,,,,,,,,,,2,1,5,1,,,K,1,11,0,POINT Z(726654.23 6172302.82 0),5
9,173,2022-02-07T07:25:29.385436Z,2022-02-07T07:25:29.385436Z,6,1,120,1950,1,90,5,134,138,,134,,,,,,,,,,,5,1,2,7,5,,K,1,31,0,POINT Z(716526.41 6188149.97 0),5
5,173,2022-02-07T07:34:33.744931Z,2022-02-07T07:34:33.744931Z,6,1,120,1975,2,10,1,193,193,,193,,,,,,,,,,,5,1,2,7,,,K,1,31,0,POINT Z(720421.12 6188844.86 0),5
2,101,2022-02-07T07:51:40.017506Z,2022-02-07T07:51:40.017506Z,6,1,120,1936,1,5,1,123,192,,123,,,,,,,,,,,1,1,1,,2,,K,1,11,0,POINT Z(718405.46 6176376.56 0),5
2,101,2022-02-07T08:50:34.79843Z,2022-02-07T08:50:34.79843Z,6,1,120,1935,1,5,2,82,159,,82,,,,,,,,8,,,2,1,1,,90,,K,1,11,0,POINT Z(728752.11 6173383.69 0),5
8,101,2023-01-06T08:41:47.801644Z,2023-01-06T08:41:47.801644Z,6,1,120,1936,1,5,2,109,175,,109,,,,,,,,,,,2,1,1,,90,,K,1,11,0,POINT Z(717996.35 6177406.52 0),5
8,101,2023-01-06T08:45:21.164832Z,2023-01-06T08:45:21.164832Z,6,1,120,1978,1,5,2,111,193,,111,,,,,,,,,,,5,1,1,,90,,K,1,11,0,POINT Z(721511.1 6180913.92 0),5
8,101,2023-01-06T09:13:54.207608Z,2023-01-06T09:13:54.207608Z,6,1,120,1939,1,5,1,94,161,,94,,,,,,,,,,,1,1,1,,90,,K,1,11,0,POINT Z(718869.37 6175883.7 0),5
8,101,2023-01-06T09:22:11.229776Z,2023-01-06T09:22:11.229776Z,6,1,120,1968,1,4,1,140,140,,140,,,,,,,,,,,1,1,1,,90,,K,1,11,0,POINT Z(726871.23 6172114.13 0),5
8,101,2023-01-06T09:52:39.43699Z,2023-01-06T09:52:39.43699Z,6,1,120,1964,1,3,1,120,120,10,120,,,,,,,,,,,1,1,1,,90,,K,1,11,0,POINT Z(718869.81 6173571.64 0),5
8,173,2022-02-08T05:31:20.328379Z,2022-02-08T05:31:20.328379Z,6,1,120,1936,1,5,5,86,157,,86,,,,,,,,,,,5,1,2,7,,,K,1,31,0,POINT Z(718760.25 6187501.6 0),5
5,173,2022-02-08T07:18:37.227139Z,2022-02-08T07:18:37.227139Z,6,1,120,1952,5,90,1,112,134,0,112,,,,,,,,,,,1,1,2,7,,,K,1,31,0,POINT Z(718717.13 6189272.04 0),5
2,101,2022-02-08T07:56:19.205517Z,2022-02-08T07:56:19.205517Z,6,1,120,1926,1,5,2,89,130,,89,,,,,,,,,,,2,1,1,,2,,K,1,11,0,POINT Z(727075.5 6172336.78 0),5
8,101,2023-01-06T09:59:36.73337Z,2023-01-06T09:59:36.73337Z,6,1,120,1930,1,5,1,102,186,,102,,,,,,,,,,,1,1,1,,2,,K,1,11,0,POINT Z(719608.44 6178451.59 0),5
8,101,2023-01-06T09:59:38.631238Z,2023-01-06T09:59:38.631238Z,6,1,120,1921,1,5,1,104,164,,104,,,,,,,,,,,1,1,1,,90,,K,1,11,0,POINT Z(719654.56 6179310.13 0),5
5,173,2022-02-08T08:47:15.207565Z,2022-02-08T08:47:15.207565Z,6,1,120,1891,1,90,5,314,304,,168,,,,20,,,,22,,,5,2,5,1,5,,K,1,31,0,POINT Z(718632.4 6187047.14 0),5
8,101,2023-01-06T10:09:58.919748Z,2023-01-06T10:09:58.919748Z,6,1,120,1984,1,4,2,138,138,,138,,,,,,,,,,,2,1,1,,,,K,1,11,0,POINT Z(719157.38 6177992.49 0),5
5,173,2022-02-08T09:49:47.520022Z,2022-02-08T09:49:47.520022Z,6,1,120,1964,1,1,5,119,126,,119,,,,,,,,12,,,5,1,2,7,5,,K,1,31,0,POINT Z(717902.01 6188398.92 0),5
5,173,2023-01-09T09:32:31.443546Z,2023-01-09T09:32:31.443546Z,6,1,120,1968,1,6,5,177,365,,177,,,,,,,,18,,,5,1,5,1,2,,K,1,31,0,POINT Z(716023.15 6187957.59 0),5
2,173,2022-02-08T15:57:06.637315Z,2022-02-08T15:57:06.637315Z,6,1,120,1979,1,5,2,198,198,,99,,,,,,,,,,,2,2,2,7,,,K,1,31,0,POINT Z(725255.21 6188134.68 0),5
8,101,2022-02-09T07:17:35.374571Z,2022-02-09T07:17:35.374571Z,6,1,120,1968,90,2,1,73,66,,73,,,,7,,,,,,,1,1,1,,90,,K,1,11,0,POINT Z(718456.7 6177174.62 0),5
8,173,2023-01-09T09:35:47.408938Z,2023-01-09T09:35:47.408938Z,6,1,120,1954,1,6,1,120,120,,120,,,,,,,,,,,5,1,2,7,,,K,1,31,0,POINT Z(717399.49 6188149.02 0),5
8,101,2022-02-09T08:01:16.137774Z,2022-02-09T08:01:16.137774Z,6,1,120,1932,1,2,1,73,73,,73,,,,,,,,,,,1,1,1,,90,,K,1,11,0,POINT Z(727037.76 6172663.68 0),5
4,101,2022-02-09T08:30:14.888545Z,2022-02-09T08:30:14.888545Z,6,3,120,1999,2,4,2,116,116,,116,,,,,,,,18,,,2,1,1,,,,K,1,11,0,POINT Z(727244.48 6171902.92 0),5
8,173,2023-01-09T09:36:40.996631Z,2023-01-09T09:36:40.996631Z,6,1,120,1959,1,2,5,185,185,,185,,,,,,,,6,,,1,1,2,7,80,,K,1,31,0,POINT Z(716269.59 6189212.12 0),5
2,101,2022-02-09T09:08:28.579103Z,2022-02-09T09:08:28.579103Z,6,1,120,1937,1,5,2,72,122,,72,,,,,,,,,,,1,1,1,,90,,K,1,11,0,POINT Z(719965.6 6173138.55 0),5
5,173,2022-02-09T09:14:20.396786Z,2022-02-09T09:14:20.396786Z,6,1,120,2019,1,2,2,185,243,,185,,,18,,,,,,,,2,1,1,,,,M,1,11,0,POINT Z(725050.3 6188835.75 0),5
8,101,2023-01-06T11:23:59.421769Z,2023-01-06T11:23:59.421769Z,6,1,120,1967,1,1,1,134,134,,134,,,,,,,,,,,1,1,1,,2,,K,1,11,0,POINT Z(719352.15 6177613.08 0),5
5,173,2023-01-09T09:37:56.790618Z,2023-01-09T09:37:56.790618Z,6,1,120,1973,1,3,2,173,180,,173,,,,,,,,21,,,2,1,5,1,4,,K,1,31,0,POINT Z(721792.2 6189300.5 0),5
8,173,2023-01-09T09:38:06.538571Z,2023-01-09T09:38:06.538571Z,6,1,120,1930,1,5,2,101,151,,101,,,,,,,,5,,,2,1,5,1,1,,K,1,31,0,POINT Z(717380.39 6189263.01 0),5
8,101,2023-01-06T11:41:43.475416Z,2023-01-06T11:41:43.475416Z,6,1,120,1934,1,5,1,90,122,,90,,,,,,,,,,,1,1,1,,,,K,1,11,0,POINT Z(717652.86 6179522.2 0),5
25,101,2023-01-06T11:57:08.266788Z,2023-01-06T11:57:08.266788Z,6,315,120,2021,1,2,1,102,102,,102,,,,,,,,20,,,1,1,5,1,,,K,1,11,0,POINT Z(726129.67 6171049.85 0),5
8,101,2023-01-06T12:18:43.784649Z,2023-01-06T12:18:43.784649Z,6,1,120,1957,1,3,1,89,89,,89,,,,,,,,,,,1,1,1,,90,,K,1,11,0,POINT Z(719572.11 6178449.4 0),5
25,101,2022-02-10T07:09:45.144598Z,2022-02-10T07:09:45.144598Z,6,341,120,2017,5,2,1,93,93,,93,,,,,,,,15,,,1,1,1,,,,K,1,11,0,POINT Z(726232.77 6172379.74 0),5
25,101,2022-02-10T07:17:19.752441Z,2022-02-10T07:17:19.752441Z,6,273,120,2019,5,4,1,94,94,,94,,,,,,,,,,,1,1,1,,,,K,1,11,0,POINT Z(726120.56 6172383.75 0),5
5,173,2022-02-10T08:27:56.180059Z,2022-02-10T08:27:56.180059Z,6,1,120,1977,1,1,2,210,193,,210,,,,22,,,,,,,2,1,1,,80,,K,1,31,0,POINT Z(719511.66 6188792.79 0),5
8,101,2023-01-06T13:29:22.276825Z,2023-01-06T13:29:22.276825Z,6,1,120,1929,1,5,1,90,135,,90,,,,,,,,,,,1,1,1,,2,,K,1,11,0,POINT Z(720948.62 6177445.74 0),5
4,101,2023-01-06T14:07:15.771423Z,2023-01-06T14:07:15.771423Z,6,56,120,1951,90,2,1,63,81,,63,,,,,,,,,,,1,1,1,,2,,K,1,11,0,POINT Z(718050.61 6179710.73 0),5
25,101,2022-02-10T10:19:22.958721Z,2022-02-10T10:19:22.958721Z,6,1,120,1931,1,1,2,118,153,,118,,,,,,,,7,,,2,1,1,,2,,K,1,11,0,POINT Z(727196.28 6172631.52 0),5
2,101,2022-02-10T11:44:32.883096Z,2022-02-10T11:44:32.883096Z,6,119,120,1950,5,2,1,77,77,,77,,,,,,,,,,,1,1,7,1,2,,K,1,11,0,POINT Z(726040.18 6172366.99 0),5
25,101,2022-02-11T12:19:10.700502Z,2022-02-11T12:19:10.700502Z,6,2,120,1950,5,6,1,96,146,,96,,,,,,,,,,,1,1,1,,90,,K,1,11,0,POINT Z(726127.35 6172337.61 0),5
8,173,2023-01-09T05:19:13.582748Z,2023-01-09T05:19:13.582748Z,6,1,120,1952,1,5,5,109,109,,109,,,,,,,,13,,,5,1,2,7,,,K,1,31,0,POINT Z(716420.65 6188079.01 0),5
8,173,2023-01-09T05:23:16.088441Z,2023-01-09T05:23:16.088441Z,6,1,120,1977,1,4,2,131,131,,131,,,,,,,,,,,2,1,2,7,,,K,1,31,0,POINT Z(720307.68 6189440.25 0),5
8,173,2023-01-09T05:44:04.820909Z,2023-01-09T05:44:04.820909Z,6,1,120,1964,1,3,5,181,181,,181,,,,,,,,,,,5,1,2,7,,,K,1,31,0,POINT Z(720585.46 6188872.54 0),5
8,173,2023-01-09T06:50:41.587286Z,2023-01-09T06:50:41.587286Z,6,1,120,1936,1,5,5,97,169,,97,,,,,,,,,,,5,1,2,7,80,,K,1,31,0,POINT Z(719709.09 6185222.64 0),5
8,173,2023-01-09T06:56:29.257148Z,2023-01-09T06:56:29.257148Z,6,1,120,1953,1,5,5,120,199,,120,,,,,,,,,,,5,1,2,7,,,K,1,31,0,POINT Z(716124.24 6188058.27 0),5
8,173,2023-01-09T06:57:39.441189Z,2023-01-09T06:57:39.441189Z,6,1,120,1957,1,5,5,127,127,,127,,,,,,,,,,,5,1,2,7,5,,K,1,31,0,POINT Z(716882.34 6187390.07 0),5
2,173,2022-02-11T07:29:48.777328Z,2022-02-11T07:29:48.777328Z,6,1,120,1937,1,5,5,118,181,,118,,,,,,,,,,,2,1,2,7,,,K,1,31,0,POINT Z(718792.14 6187524.82 0),5
8,173,2023-01-09T07:09:20.009361Z,2023-01-09T07:09:20.009361Z,6,1,120,1936,5,2,5,88,165,,88,,,,,,,,,,,5,1,5,1,5,,K,1,31,0,POINT Z(716351.05 6189008.43 0),5
5,173,2023-01-09T07:50:41.862785Z,2023-01-09T07:50:41.862785Z,6,1,120,1902,2,5,5,77,124,,77,,,,,,,,,,,5,1,5,1,2,,K,1,31,0,POINT Z(722038.02 6188728.84 0),5
8,173,2023-01-09T07:53:04.778664Z,2023-01-09T07:53:04.778664Z,6,1,120,1957,1,10,1,186,186,,186,,,,,,,,,,,5,1,5,1,,,K,1,31,0,POINT Z(717058.26 6187833.87 0),5
4,101,2022-02-14T08:20:56.931707Z,2022-02-14T08:20:56.931707Z,6,1,120,1924,1,5,2,170,178,,91,,,,,,,,,,,2,2,1,,90,,K,1,11,0,POINT Z(728207.89 6174038.74 0),5
8,173,2023-01-09T08:12:51.321636Z,2023-01-09T08:12:51.321636Z,6,1,120,1903,1,3,5,186,188,,101,,,,,,,,,,,5,2,1,,,,K,1,31,0,POINT Z(718641.81 6185451.52 0),5
2,101,2022-02-14T09:59:14.323295Z,2022-02-14T09:59:14.323295Z,6,1,120,1914,1,5,1,91,141,,91,,,,,,,,5,,,1,1,1,,90,,K,1,11,0,POINT Z(717441.53 6179045.23 0),5
8,173,2023-01-09T08:20:00.289274Z,2023-01-09T08:20:00.289274Z,6,1,120,1955,1,5,5,65,115,,65,,,,,,,,,,,5,1,2,7,2,,M,1,31,0,POINT Z(716327.7 6188425.18 0),5
4,101,2022-02-14T10:45:43.451309Z,2022-02-14T10:45:43.451309Z,6,313,120,2019,5,2,1,102,102,,102,,,,,,,,8,,,1,1,5,1,,,K,1,31,0,POINT Z(726111.58 6171017.77 0),5
5,173,2023-01-09T09:14:34.130094Z,2023-01-09T09:14:34.130094Z,6,1,120,1934,1,2,2,183,183,,95,,,,,,,,,,,2,2,5,1,,,K,1,31,0,POINT Z(718819.85 6184958.14 0),5
8,173,2023-01-09T09:16:03.677783Z,2023-01-09T09:16:03.677783Z,6,1,120,1923,1,5,5,82,131,,82,,,,,,,,,,,5,1,2,7,,,K,1,31,0,POINT Z(720530.32 6188647.83 0),5
8,101,2022-02-15T08:21:57.508382Z,2022-02-15T08:21:57.508382Z,6,39,120,1979,5,2,1,85,85,,85,,,,,,,,,,,1,1,5,1,,,K,1,11,0,POINT Z(721799.24 6171945.58 0),5
8,101,2022-02-15T08:36:18.798299Z,2022-02-15T08:36:18.798299Z,6,104,120,1964,3,6,1,80,80,,80,,,,,,,,4,,,1,1,5,1,5,,K,1,11,0,POINT Z(726357.48 6171820.73 0),5
5,173,2023-01-09T09:19:11.364681Z,2023-01-09T09:19:11.364681Z,6,1,120,1954,1,3,5,126,126,,126,,,,,,,,15,,,5,1,5,1,5,,K,1,31,0,POINT Z(720501.26 6189006.95 0),5
8,173,2023-01-09T09:20:07.101888Z,2023-01-09T09:20:07.101888Z,6,1,120,1890,4,7,5,104,104,,104,,,,,,,,,,,5,1,2,7,,,K,1,31,0,POINT Z(719802.39 6186865.76 0),5
4,101,2022-02-15T12:42:19.045139Z,2022-02-15T12:42:19.045139Z,6,1,120,1938,1,5,1,78,78,,78,,,,,,,,2,,,1,1,1,,90,,K,1,11,0,POINT Z(719245.66 6177708.59 0),5
4,101,2022-02-16T06:40:08.417221Z,2022-02-16T06:40:08.417221Z,6,2,120,1983,1,4,2,116,116,,116,,,,,,,,11,,,2,1,1,,1,,K,1,11,0,POINT Z(718633.07 6178282.16 0),5
2,101,2022-02-16T10:57:27.625045Z,2022-02-16T10:57:27.625045Z,6,1,120,1929,1,5,1,117,202,,117,,,,,,,,,,,1,1,1,,90,,K,1,11,0,POINT Z(719719.46 6179458.65 0),5
4,101,2023-01-09T13:15:51.075879Z,2023-01-09T13:15:51.075879Z,6,1,120,1933,1,2,1,68,68,,68,,,,,,,,,,,1,1,1,,90,,K,1,11,0,POINT Z(718743.66 6175740.78 0),5
5,173,2022-02-17T08:30:19.909223Z,2022-02-17T08:30:19.909223Z,6,1,120,1957,2,5,5,126,196,,126,,,,,,,,,,,5,1,2,7,5,,K,1,31,0,POINT Z(716237.67 6189091.13 0),5
4,101,2023-01-09T13:35:53.863813Z,2023-01-09T13:35:53.863813Z,6,254,120,1960,5,2,1,65,65,,65,,,,,,,,22,,,1,1,1,,90,,K,1,11,0,POINT Z(722529.68 6172130.9 0),5
5,173,2022-02-17T10:47:51.547253Z,2022-02-17T10:47:51.547253Z,6,1,120,1957,1,3,5,144,144,,144,,,,,,,,,,,2,1,2,7,,,K,1,31,0,POINT Z(715990.83 6189120.72 0),5
8,101,2022-02-17T11:12:26.888377Z,2022-02-17T11:12:26.888377Z,6,681,120,1986,5,2,1,60,47,,60,,,,13,,,,,,,2,1,1,,2,,K,1,11,0,POINT Z(722279.02 6172278.13 0),5
2,101,2023-01-11T07:48:57.000235Z,2023-01-11T07:48:57.000235Z,6,1,120,1930,5,5,1,114,156,,114,,,,0,,,,20,,,1,1,1,,90,,K,1,11,0,POINT Z(718457.59 6177847.81 0),5
2,101,2023-01-10T07:17:48.816576Z,2023-01-10T07:17:48.816576Z,6,1,120,1957,1,1,1,166,166,,166,0,,,,,,,,,,1,1,1,,,,K,1,11,0,POINT Z(718622.13 6176292.99 0),5
4,101,2022-02-18T07:03:39.64899Z,2022-02-18T07:03:39.64899Z,6,1,120,1936,90,2,1,80,88,,80,,,,,,,,3,,,1,1,1,,,,K,1,11,0,POINT Z(718563.43 6178817.4 0),5
2,101,2022-02-18T08:06:52.004641Z,2022-02-18T08:06:52.004641Z,6,252,120,1917,1,5,1,77,108,,77,,,,14,,,,,,,1,1,1,,90,,K,1,11,0,POINT Z(721002.84 6177849.57 0),5
4,101,2022-02-18T08:59:23.113936Z,2022-02-18T08:59:23.113936Z,6,1,120,1925,1,5,2,85,126,,85,,,,13,,,,1,,,2,1,1,,90,,K,1,11,0,POINT Z(726833.55 6173212.53 0),5
5,173,2023-01-11T08:01:05.027193Z,2023-01-11T08:01:05.027193Z,6,1,120,1953,1,5,5,86,142,,86,,,,,,,,,,,5,1,2,7,2,,K,1,31,0,POINT Z(716958.08 6187410.62 0),5
4,101,2023-01-10T08:04:07.465037Z,2023-01-10T08:04:07.465037Z,6,4,120,2022,1,5,1,197,150,,197,,47,,,,,,10,,,1,1,1,,,,K,1,11,0,POINT Z(718941.08 6178666.11 0),5
4,101,2023-01-10T08:21:28.715885Z,2023-01-10T08:21:28.715885Z,6,1,120,1936,1,2,2,146,146,,146,,,,,,,,,,,2,1,1,,90,,K,1,11,0,POINT Z(726017.64 6171137.79 0),5
8,173,2023-01-10T08:24:42.553119Z,2023-01-10T08:24:42.553119Z,6,1,120,1963,1,5,1,178,295,,178,,,,,,,,,,,2,1,2,7,2,,K,1,31,0,POINT Z(722062.16 6187457.34 0),5
8,173,2023-01-10T08:25:04.53473Z,2023-01-10T08:25:04.53473Z,6,1,120,1958,2,5,5,75,111,,75,,,,,,,,,,,5,1,5,1,2,,K,1,31,0,POINT Z(720156.98 6189194.45 0),5
5,173,2022-02-21T06:54:24.782416Z,2022-02-21T06:54:24.782416Z,6,1,120,1937,1,5,2,179,179,,179,,,,,,,,19,,,2,1,2,7,2,,K,1,31,0,POINT Z(717718.28 6188480.16 0),5
4,101,2022-02-21T07:11:23.117862Z,2022-02-21T07:11:23.117862Z,6,1,120,1950,1,5,1,118,181,,118,,,,,,,,34,,,1,1,1,,90,,K,1,11,0,POINT Z(718131.14 6179067.43 0),5
8,173,2022-02-21T07:39:42.176792Z,2022-02-21T07:39:42.176792Z,6,1,120,2022,1,5,1,187,187,,187,,,,,,,,,,,2,1,5,1,,,M,3,31,0,POINT Z(718533.98 6184979.03 0),5
8,101,2022-02-21T08:03:40.003934Z,2022-02-21T08:03:40.003934Z,6,1,120,1928,1,5,2,90,145,,90,,,,,,,,,,,2,1,1,,,,K,1,11,0,POINT Z(719501.83 6175476.22 0),5
8,173,2023-01-10T09:21:13.759604Z,2023-01-10T09:21:13.759604Z,6,1,120,1906,1,5,1,118,183,,118,,,,,,,,,,,5,1,5,1,5,,K,1,31,0,POINT Z(721988.98 6188692.41 0),5
8,173,2023-01-10T09:21:23.541723Z,2023-01-10T09:21:23.541723Z,6,1,120,1933,1,3,5,108,189,,108,,,,,,,,,,,5,1,2,7,,,K,1,31,0,POINT Z(718751.23 6188186.49 0),5
8,173,2023-01-10T09:25:56.789304Z,2023-01-10T09:25:56.789304Z,6,1,120,1954,5,5,2,116,165,,116,,,,,,,,,,,2,1,2,7,2,,K,1,31,0,POINT Z(716444.04 6188434.54 0),5
8,173,2023-01-10T09:26:08.597578Z,2023-01-10T09:26:08.597578Z,6,1,120,1920,2,5,5,192,192,,192,,,,,,,,18,,,5,1,2,7,,,K,1,31,0,POINT Z(716617.72 6188568.61 0),5
8,173,2023-01-10T09:27:23.993312Z,2023-01-10T09:27:23.993312Z,6,1,120,1945,1,5,5,120,120,,120,,,,,,,,,,,5,1,2,7,,,K,1,31,0,POINT Z(716764.1 6188686.33 0),5
5,173,2023-01-10T09:29:19.934839Z,2023-01-10T09:29:19.934839Z,6,1,120,1954,1,5,2,130,183,,130,,,,,,,,16,,,2,1,5,1,2,,K,1,31,0,POINT Z(716223.28 6188582.17 0),5
5,173,2023-01-10T09:30:42.560497Z,2023-01-10T09:30:42.560497Z,6,1,120,1971,1,3,5,150,150,,150,,,,,,,,,,,5,1,5,1,2,,K,1,31,0,POINT Z(721984.93 6188393.38 0),5
8,173,2023-01-10T09:30:51.110945Z,2023-01-10T09:30:51.110945Z,6,1,120,1933,1,2,2,98,172,,98,,,,,,,,,,,5,1,2,7,,,K,1,31,0,POINT Z(719231.02 6185346.48 0),5
5,173,2023-01-10T09:32:03.191278Z,2023-01-10T09:32:03.191278Z,6,1,120,1903,1,5,5,108,173,,108,,,,,,,,,,,5,1,5,1,2,,K,1,31,0,POINT Z(720331.59 6189304.93 0),5
8,173,2023-01-10T09:46:49.457703Z,2023-01-10T09:46:49.457703Z,6,1,120,1958,2,5,1,102,141,,102,,,,0,,,,4,,,1,1,2,7,,,K,1,31,0,POINT Z(715963.17 6188663.7 0),5
5,173,2022-02-21T10:20:32.156326Z,2022-02-21T10:20:32.156326Z,6,2,120,1801,4,5,5,106,137,,106,33,,,,,,,,,,5,1,2,7,,,K,1,31,0,POINT Z(717092.66 6186529.21 0),5
8,173,2022-02-21T11:59:57.975837Z,2022-02-21T11:59:57.975837Z,6,1,120,1942,1,4,2,117,182,,117,,,,,,,,,,,2,1,5,1,2,,K,1,31,0,POINT Z(717049.5 6188327.18 0),5
5,173,2022-02-21T12:02:45.709069Z,2022-02-21T12:02:45.709069Z,6,1,120,1951,1,5,1,66,106,,66,,,,,,,,,,,1,1,5,1,,,K,1,31,0,POINT Z(719530.34 6187501.9 0),5
8,173,2023-01-10T10:53:48.83759Z,2023-01-10T10:53:48.83759Z,6,1,120,1953,5,2,5,168,226,,168,,,,0,,,,,,,5,1,2,7,,,K,1,31,0,POINT Z(716343.48 6189094.12 0),5
5,173,2023-01-10T10:56:33.169536Z,2023-01-10T10:56:33.169536Z,6,1,120,1944,1,90,1,150,174,,150,20,16,,,,,,7,,,2,1,5,1,,,K,1,31,0,POINT Z(717055.56 6188290.83 0),5
5,173,2023-01-10T10:57:51.756908Z,2023-01-10T10:57:51.756908Z,6,1,120,1942,1,3,5,96,96,,96,,,,,,,,,,,5,1,5,1,2,,K,1,31,0,POINT Z(718560.02 6185010.42 0),5
